"gene_id"	"SRR1039508"	"SRR1039509"	"SRR1039512"	"SRR1039513"	"SRR1039516"	"SRR1039517"	"SRR1039520"	"SRR1039521"
"8092"	"ENSG00000140718"	771	597	990	484	1137	1381	793	741
"8093"	"ENSG00000140740"	1799	1565	2213	1175	2433	2738	1446	1640
"8094"	"ENSG00000140743"	605	782	768	483	972	1731	538	810
"8095"	"ENSG00000140749"	9	1	13	3	6	10	3	2
"8096"	"ENSG00000140750"	1005	866	999	553	1028	1300	823	795
"8097"	"ENSG00000140795"	4	3	8	3	7	5	5	1
"8098"	"ENSG00000140798"	0	0	1	0	0	0	0	2
"8099"	"ENSG00000140807"	26	99	37	133	25	121	34	245
"8100"	"ENSG00000140829"	1197	1141	1202	733	1323	1880	968	1067
"8101"	"ENSG00000140830"	154	121	164	104	141	167	114	159
"8102"	"ENSG00000140832"	0	0	3	0	1	2	0	1
"8103"	"ENSG00000140835"	0	0	0	0	0	0	1	0
"8104"	"ENSG00000140836"	1253	1093	1577	853	1476	2031	1273	1266
"8105"	"ENSG00000140839"	4	10	6	1	3	3	2	4
"8106"	"ENSG00000140848"	384	395	426	244	417	565	459	473
"8107"	"ENSG00000140853"	386	384	476	291	450	616	353	422
"8108"	"ENSG00000140854"	412	339	399	205	342	425	319	310
"8109"	"ENSG00000140859"	688	668	592	300	688	1588	602	595
"8110"	"ENSG00000140873"	0	0	0	0	0	0	0	0
"8111"	"ENSG00000140876"	36	15	31	11	27	37	35	37
"8112"	"ENSG00000140905"	161	144	143	92	178	190	144	119
"8113"	"ENSG00000140931"	725	668	687	505	557	662	705	840
"8114"	"ENSG00000140932"	0	1	2	0	0	0	1	0
"8115"	"ENSG00000140937"	10485	6130	12656	6517	8175	11521	10418	10058
"8116"	"ENSG00000140939"	243	232	366	174	334	378	249	217
"8117"	"ENSG00000140941"	3626	2980	4210	2728	4285	4848	3311	3486
"8118"	"ENSG00000140943"	3837	3011	4508	2562	4363	5050	4039	4092
"8119"	"ENSG00000140945"	723	767	563	299	1057	1491	356	680
"8120"	"ENSG00000140948"	1700	1255	1394	793	1469	1340	1721	1516
"8121"	"ENSG00000140950"	377	346	467	313	480	716	359	479
"8122"	"ENSG00000140955"	0	0	0	0	0	0	0	0
"8123"	"ENSG00000140961"	246	165	145	150	263	195	129	170
"8124"	"ENSG00000140968"	1	0	0	0	0	0	0	0
"8125"	"ENSG00000140983"	1034	1011	1059	506	1123	1538	776	911
"8126"	"ENSG00000140986"	2	2	3	2	5	2	2	2
"8127"	"ENSG00000140987"	240	199	298	154	303	370	227	222
"8128"	"ENSG00000140988"	26900	25714	24804	11636	25872	29647	18000	17842
"8129"	"ENSG00000140990"	897	867	1087	538	1199	1397	765	851
"8130"	"ENSG00000140992"	1121	897	1098	606	1180	1367	990	1189
"8131"	"ENSG00000140993"	22	19	21	19	23	24	21	27
"8132"	"ENSG00000140995"	957	966	1173	728	1055	1504	769	1045
"8133"	"ENSG00000141002"	2160	1893	2686	1321	2627	2780	1865	1879
"8134"	"ENSG00000141012"	667	651	649	344	908	1132	449	530
"8135"	"ENSG00000141013"	107	100	224	89	160	217	138	134
"8136"	"ENSG00000141026"	228	176	286	137	284	294	244	233
"8137"	"ENSG00000141027"	2608	2332	3083	1636	3574	4861	2468	2689
"8138"	"ENSG00000141028"	1	2	2	4	5	7	1	8
"8139"	"ENSG00000141030"	744	573	823	378	828	749	593	535
"8140"	"ENSG00000141034"	467	459	517	410	641	719	427	577
"8141"	"ENSG00000141040"	156	128	196	136	176	209	148	114
"8142"	"ENSG00000141052"	38	70	55	70	97	64	67	139
"8143"	"ENSG00000141068"	464	371	436	111	799	779	280	164
"8144"	"ENSG00000141076"	587	580	617	413	743	914	557	516
"8145"	"ENSG00000141084"	517	422	699	361	643	778	470	526
"8146"	"ENSG00000141086"	0	0	0	0	0	0	0	1
"8147"	"ENSG00000141096"	0	0	0	0	0	0	2	0
"8148"	"ENSG00000141098"	306	206	277	160	324	354	262	227
"8149"	"ENSG00000141101"	466	386	525	253	602	599	435	446
"8150"	"ENSG00000141127"	226	156	225	68	200	196	188	153
"8151"	"ENSG00000141140"	293	318	273	185	378	476	275	292
"8152"	"ENSG00000141141"	537	448	602	326	727	717	445	484
"8153"	"ENSG00000141150"	76	179	59	130	127	481	67	157
"8154"	"ENSG00000141161"	0	0	0	0	0	0	0	0
"8155"	"ENSG00000141179"	207	226	230	167	246	288	139	171
"8156"	"ENSG00000141194"	0	0	0	0	0	0	0	0
"8157"	"ENSG00000141198"	116	174	187	174	261	415	86	180
"8158"	"ENSG00000141200"	0	0	0	0	0	0	0	0
"8159"	"ENSG00000141219"	386	303	498	254	551	558	305	288
"8160"	"ENSG00000141232"	819	803	1036	689	898	1060	917	1060
"8161"	"ENSG00000141252"	1051	1015	1316	766	1170	1493	922	1054
"8162"	"ENSG00000141255"	2	1	0	0	14	27	0	1
"8163"	"ENSG00000141258"	1485	1161	1619	773	1602	1552	1373	1263
"8164"	"ENSG00000141279"	4170	3532	4911	3010	4569	4268	3658	4221
"8165"	"ENSG00000141293"	0	0	0	0	0	0	0	0
"8166"	"ENSG00000141294"	23	21	10	8	24	31	8	11
"8167"	"ENSG00000141295"	501	390	358	144	384	430	367	345
"8168"	"ENSG00000141298"	1068	2704	1533	2124	1873	3157	916	2856
"8169"	"ENSG00000141314"	14	7	6	1	2	4	12	4
"8170"	"ENSG00000141316"	0	2	0	0	0	1	1	0
"8171"	"ENSG00000141337"	326	463	377	328	622	929	254	371
"8172"	"ENSG00000141338"	4082	4566	4774	2698	5423	5444	3485	3951
"8173"	"ENSG00000141349"	566	647	764	457	873	1209	625	662
"8174"	"ENSG00000141367"	10650	9327	12584	7413	12620	15887	9921	9284
"8175"	"ENSG00000141371"	1	0	1	0	2	1	1	0
"8176"	"ENSG00000141376"	556	500	696	472	752	723	610	685
"8177"	"ENSG00000141378"	191	212	201	131	230	350	163	166
"8178"	"ENSG00000141380"	1408	1520	1652	1076	1816	2329	1245	1518
"8179"	"ENSG00000141384"	72	64	47	55	48	97	64	108
"8180"	"ENSG00000141385"	527	529	560	427	665	804	519	576
"8181"	"ENSG00000141391"	52	45	101	39	95	91	67	61
"8182"	"ENSG00000141401"	201	586	302	915	209	1518	175	1035
"8183"	"ENSG00000141404"	38	38	34	20	56	48	25	27
"8184"	"ENSG00000141424"	2376	1960	3058	1501	3988	3890	2229	2078
"8185"	"ENSG00000141425"	647	539	692	506	745	1095	510	586
"8186"	"ENSG00000141428"	176	159	227	124	253	275	165	141
"8187"	"ENSG00000141429"	1929	1509	2174	1167	1830	1979	1795	1573
"8188"	"ENSG00000141431"	73	33	44	5	20	9	44	15
"8189"	"ENSG00000141433"	0	0	0	0	0	0	0	0
"8190"	"ENSG00000141434"	1	0	0	0	0	0	0	0
"8191"	"ENSG00000141437"	7	8	6	6	8	7	6	4
"8192"	"ENSG00000141441"	104	96	104	76	189	253	74	109
"8193"	"ENSG00000141446"	232	260	333	182	342	426	247	284
"8194"	"ENSG00000141447"	1714	1002	2423	1271	2200	1977	2069	1617
"8195"	"ENSG00000141448"	111	45	218	79	107	132	137	82
"8196"	"ENSG00000141449"	0	1	5	6	3	1	0	4
"8197"	"ENSG00000141452"	243	275	256	257	337	456	211	364
"8198"	"ENSG00000141456"	914	718	961	514	1015	1021	752	681
"8199"	"ENSG00000141458"	652	794	691	776	781	2211	716	1136
"8200"	"ENSG00000141469"	65	0	142	10	24	12	180	4
"8201"	"ENSG00000141480"	157	128	204	80	161	169	168	114
"8202"	"ENSG00000141485"	0	0	0	0	0	0	0	0
"8203"	"ENSG00000141497"	14	10	7	6	5	20	15	8
"8204"	"ENSG00000141499"	116	92	91	64	115	124	91	81
"8205"	"ENSG00000141503"	2003	1650	2123	1040	1761	1915	1733	1765
"8206"	"ENSG00000141504"	810	650	772	417	821	757	750	629
"8207"	"ENSG00000141505"	14	7	14	3	10	13	7	2
"8208"	"ENSG00000141506"	0	0	0	0	1	1	0	0
"8209"	"ENSG00000141510"	1002	656	960	394	1229	1184	688	488
"8210"	"ENSG00000141519"	124	136	102	38	153	138	75	54
"8211"	"ENSG00000141522"	2295	2876	2601	1783	2337	4250	1937	2644
"8212"	"ENSG00000141524"	1	1	4	0	1	3	3	0
"8213"	"ENSG00000141526"	1457	1435	1264	633	1640	6615	1018	1238
"8214"	"ENSG00000141527"	20	10	12	4	11	5	15	14
"8215"	"ENSG00000141540"	99	65	79	22	60	39	46	37
"8216"	"ENSG00000141542"	367	267	359	166	304	231	320	292
"8217"	"ENSG00000141543"	1078	1257	959	563	1240	1733	896	968
"8218"	"ENSG00000141551"	2852	2717	3144	1749	3154	3557	2467	2257
"8219"	"ENSG00000141552"	812	762	664	440	680	998	537	667
"8220"	"ENSG00000141556"	1659	1294	1894	1049	2341	2720	1359	1472
"8221"	"ENSG00000141560"	511	373	564	342	528	643	460	456
"8222"	"ENSG00000141562"	703	517	785	367	864	903	708	642
"8223"	"ENSG00000141564"	607	633	735	418	750	1021	551	611
"8224"	"ENSG00000141568"	720	692	762	496	920	1090	549	702
"8225"	"ENSG00000141569"	354	405	360	186	419	442	326	297
"8226"	"ENSG00000141570"	167	166	163	98	172	309	105	141
"8227"	"ENSG00000141574"	785	412	1002	313	740	659	791	498
"8228"	"ENSG00000141576"	183	389	75	80	204	224	105	214
"8229"	"ENSG00000141577"	234	162	204	96	206	230	183	169
"8230"	"ENSG00000141579"	0	1	1	0	3	1	1	0
"8231"	"ENSG00000141580"	1870	1656	2297	1126	2146	3060	1634	1569
"8232"	"ENSG00000141582"	346	383	376	184	427	505	274	302
"8233"	"ENSG00000141622"	0	1	0	0	0	0	0	0
"8234"	"ENSG00000141627"	772	644	943	544	996	948	784	864
"8235"	"ENSG00000141639"	0	0	0	0	0	0	1	0
"8236"	"ENSG00000141642"	112	65	100	61	115	105	80	63
"8237"	"ENSG00000141644"	1257	975	1252	630	1312	1514	999	991
"8238"	"ENSG00000141646"	1257	1172	1212	973	1205	1497	1003	1219
"8239"	"ENSG00000141655"	14	17	26	3	4	3	18	14
"8240"	"ENSG00000141664"	345	244	257	271	466	443	272	341
"8241"	"ENSG00000141665"	8	4	12	7	8	5	10	8
"8242"	"ENSG00000141668"	0	0	0	0	0	0	0	0
"8243"	"ENSG00000141682"	71	81	83	54	144	94	88	114
"8244"	"ENSG00000141696"	453	366	540	301	672	698	473	384
"8245"	"ENSG00000141698"	608	539	815	449	734	815	590	542
"8246"	"ENSG00000141699"	983	948	1169	959	1136	1604	900	1092
"8247"	"ENSG00000141720"	2427	1807	2793	1496	2588	2923	2240	2299
"8248"	"ENSG00000141736"	1662	1508	2280	1314	1881	2879	1728	2005
"8249"	"ENSG00000141738"	3	1	8	1	1	1	5	8
"8250"	"ENSG00000141741"	289	279	337	246	367	472	251	328
"8251"	"ENSG00000141744"	0	0	0	2	0	0	0	4
"8252"	"ENSG00000141748"	2	2	2	3	1	1	1	2
"8253"	"ENSG00000141750"	0	0	0	1	0	0	1	1
"8254"	"ENSG00000141753"	60796	51043	69127	32419	172978	175527	55871	41515
"8255"	"ENSG00000141756"	7151	5746	6563	3492	8036	8723	6253	5782
"8256"	"ENSG00000141759"	429	363	505	310	449	713	354	382
"8257"	"ENSG00000141837"	111	102	129	46	674	789	344	250
"8258"	"ENSG00000141854"	27	28	36	29	20	20	29	30
"8259"	"ENSG00000141858"	376	360	348	205	334	349	338	298
"8260"	"ENSG00000141867"	1311	1847	1514	1023	1462	2283	1106	1605
"8261"	"ENSG00000141873"	215	175	197	112	175	265	171	150
"8262"	"ENSG00000141905"	4333	4699	4700	2831	4438	6132	3773	4229
"8263"	"ENSG00000141933"	72	87	55	32	55	79	84	79
"8264"	"ENSG00000141934"	92	54	67	32	17	15	52	30
"8265"	"ENSG00000141946"	0	0	0	0	0	0	0	0
"8266"	"ENSG00000141956"	222	150	233	94	262	302	172	157
"8267"	"ENSG00000141959"	3663	2647	3706	1723	3350	6265	2800	2909
"8268"	"ENSG00000141965"	1	1	0	0	0	3	0	1
"8269"	"ENSG00000141968"	0	0	0	0	0	0	0	0
"8270"	"ENSG00000141971"	418	407	427	252	389	554	308	383
"8271"	"ENSG00000141977"	0	0	0	0	1	0	0	0
"8272"	"ENSG00000141979"	0	0	0	0	0	0	0	0
"8273"	"ENSG00000141985"	1734	1902	1631	953	1685	2371	1423	1784
"8274"	"ENSG00000141994"	217	192	225	103	185	297	188	223
"8275"	"ENSG00000142002"	1229	1472	1255	894	1280	2229	962	1335
"8276"	"ENSG00000142025"	0	0	0	0	0	0	0	0
"8277"	"ENSG00000142039"	595	573	699	369	601	744	541	571
"8278"	"ENSG00000142046"	137	137	129	83	115	142	74	142
"8279"	"ENSG00000142065"	177	100	151	73	140	133	164	98
"8280"	"ENSG00000142082"	321	277	477	260	366	423	316	310
"8281"	"ENSG00000142089"	8621	8112	10444	6381	12776	16433	9008	9627
"8282"	"ENSG00000142102"	563	705	572	367	646	1127	411	608
"8283"	"ENSG00000142149"	93	40	61	13	11	1	60	24
"8284"	"ENSG00000142156"	67655	59655	93809	44483	94008	106560	79215	75235
"8285"	"ENSG00000142163"	0	0	0	0	0	0	0	0
"8286"	"ENSG00000142166"	2263	1846	2685	1499	2742	2830	2024	2132
"8287"	"ENSG00000142168"	2677	2674	4041	2355	3997	4625	2608	2998
"8288"	"ENSG00000142173"	84280	65351	112894	56871	99922	121599	93127	89777
"8289"	"ENSG00000142178"	27	28	42	17	89	219	26	19
"8290"	"ENSG00000142182"	0	0	0	1	0	0	0	0
"8291"	"ENSG00000142185"	1	1	0	0	1	1	1	0
"8292"	"ENSG00000142186"	1814	1781	2212	1167	2405	3296	1708	1916
"8293"	"ENSG00000142188"	889	811	725	571	759	1588	605	680
"8294"	"ENSG00000142192"	28375	22989	35241	16653	29399	32559	25812	25065
"8295"	"ENSG00000142197"	294	207	353	234	313	500	383	365
"8296"	"ENSG00000142207"	818	660	828	474	967	1431	682	751
"8297"	"ENSG00000142208"	2077	2057	2182	1253	2010	3053	1600	2006
"8298"	"ENSG00000142224"	0	0	0	0	2	7	0	1
"8299"	"ENSG00000142227"	3035	2016	3240	1102	2961	2432	2556	1538
"8300"	"ENSG00000142230"	1691	1489	1880	1126	1931	2320	1584	1423
"8301"	"ENSG00000142233"	10	2	14	2	16	12	7	6
"8302"	"ENSG00000142235"	7	6	9	8	18	17	12	11
"8303"	"ENSG00000142252"	65	77	75	62	79	86	62	60
"8304"	"ENSG00000142273"	0	0	0	0	0	0	0	0
"8305"	"ENSG00000142279"	412	437	473	450	443	941	436	729
"8306"	"ENSG00000142303"	452	340	480	236	503	453	392	330
"8307"	"ENSG00000142319"	0	5	0	0	1	0	2	2
"8308"	"ENSG00000142327"	812	1052	903	774	820	1507	730	1164
"8309"	"ENSG00000142330"	267	242	269	155	228	353	177	231
"8310"	"ENSG00000142347"	28	13	31	11	27	35	17	13
"8311"	"ENSG00000142396"	159	115	217	122	239	240	160	181
"8312"	"ENSG00000142405"	0	0	1	0	1	2	1	0
"8313"	"ENSG00000142408"	17	25	15	12	290	304	57	53
"8314"	"ENSG00000142409"	324	246	305	135	294	358	252	263
"8315"	"ENSG00000142444"	184	173	179	114	200	204	182	157
"8316"	"ENSG00000142449"	0	0	0	0	0	0	0	0
"8317"	"ENSG00000142453"	1384	1173	1436	646	1659	1727	1330	1125
"8318"	"ENSG00000142459"	623	430	815	317	769	758	569	467
"8319"	"ENSG00000142484"	0	0	0	0	0	0	0	0
"8320"	"ENSG00000142494"	34	20	58	16	21	11	10	11
"8321"	"ENSG00000142507"	1160	888	1201	584	1127	1276	780	724
"8322"	"ENSG00000142511"	0	0	0	0	0	0	0	0
"8323"	"ENSG00000142512"	1	2	0	0	0	0	0	2
"8324"	"ENSG00000142513"	2	0	2	1	0	0	2	0
"8325"	"ENSG00000142515"	0	0	0	0	0	0	0	0
"8326"	"ENSG00000142528"	131	119	169	101	179	193	142	118
"8327"	"ENSG00000142530"	6	3	7	0	5	4	3	4
"8328"	"ENSG00000142534"	17505	16612	18638	9196	17789	19479	13305	13453
"8329"	"ENSG00000142538"	0	0	0	0	0	0	0	0
"8330"	"ENSG00000142539"	0	0	0	0	0	0	0	0
"8331"	"ENSG00000142541"	39386	38304	37014	17914	34512	38711	26785	25068
"8332"	"ENSG00000142544"	30	47	32	17	30	53	30	53
"8333"	"ENSG00000142546"	508	528	557	302	529	649	420	440
"8334"	"ENSG00000142549"	0	0	0	0	1	0	1	1
"8335"	"ENSG00000142552"	1926	1491	2062	1100	1923	2429	1772	1585
"8336"	"ENSG00000142556"	203	162	227	110	244	252	178	162
"8337"	"ENSG00000142583"	131	35	204	99	76	343	49	35
"8338"	"ENSG00000142599"	2663	2646	3785	1922	3029	4324	2888	3168
"8339"	"ENSG00000142606"	0	1	2	0	1	0	1	0
"8340"	"ENSG00000142609"	0	0	0	1	0	1	1	0
"8341"	"ENSG00000142611"	85	58	67	24	41	49	47	43
"8342"	"ENSG00000142615"	2	0	0	0	0	0	1	0
"8343"	"ENSG00000142619"	0	0	0	0	0	0	0	0
"8344"	"ENSG00000142621"	1	0	0	0	1	3	1	0
"8345"	"ENSG00000142623"	0	0	2	1	0	3	0	0
"8346"	"ENSG00000142627"	39	27	90	47	65	71	84	86
"8347"	"ENSG00000142632"	26	67	106	97	78	195	42	78
"8348"	"ENSG00000142634"	502	602	479	342	573	926	501	691
"8349"	"ENSG00000142655"	340	295	389	192	369	501	254	284
"8350"	"ENSG00000142657"	3005	2900	3637	2130	4296	3538	2055	2577
"8351"	"ENSG00000142661"	0	1	0	1	2	1	0	2
"8352"	"ENSG00000142669"	1712	1383	2402	1377	2027	2504	1659	1579
"8353"	"ENSG00000142675"	3	7	2	2	2	2	2	7
"8354"	"ENSG00000142676"	13739	12874	15377	7664	14272	15279	10521	9839
"8355"	"ENSG00000142677"	11	9	12	14	5	15	8	36
"8356"	"ENSG00000142684"	0	1	0	0	1	0	0	1
"8357"	"ENSG00000142686"	688	599	710	428	709	796	657	633
"8358"	"ENSG00000142687"	1910	1534	2492	1297	2551	2658	1574	1895
"8359"	"ENSG00000142694"	457	381	475	224	408	646	485	445
"8360"	"ENSG00000142698"	6	8	1	2	5	3	3	2
"8361"	"ENSG00000142700"	2	5	38	18	3	4	24	32
"8362"	"ENSG00000142731"	29	16	43	11	27	18	25	23
"8363"	"ENSG00000142733"	838	867	785	502	672	1051	719	1092
"8364"	"ENSG00000142748"	1	0	0	2	2	3	2	2
"8365"	"ENSG00000142751"	539	564	595	447	667	851	547	623
"8366"	"ENSG00000142765"	2	5	1	0	2	4	1	2
"8367"	"ENSG00000142784"	1445	1336	1828	1237	1734	2248	1401	1898
"8368"	"ENSG00000142789"	1	0	0	0	0	0	0	0
"8369"	"ENSG00000142794"	792	1018	1215	690	843	1640	701	1076
"8370"	"ENSG00000142798"	11240	10826	21836	8345	11850	20057	14791	15819
"8371"	"ENSG00000142856"	201	197	234	120	152	174	211	157
"8372"	"ENSG00000142864"	4743	6190	5316	4281	5343	7186	4276	5987
"8373"	"ENSG00000142867"	397	308	380	233	370	451	297	295
"8374"	"ENSG00000142871"	1687	3002	3980	6160	2419	15282	1978	8568
"8375"	"ENSG00000142875"	1183	668	1290	543	1616	1250	1144	733
"8376"	"ENSG00000142892"	1210	1077	1533	1052	1395	1582	1060	1384
"8377"	"ENSG00000142910"	5	11	207	201	186	461	30	58
"8378"	"ENSG00000142920"	51	45	61	23	92	100	33	32
"8379"	"ENSG00000142937"	19899	18743	20592	9981	17668	19940	13408	13028
"8380"	"ENSG00000142945"	33	34	26	17	19	31	26	21
"8381"	"ENSG00000142949"	1963	1073	3227	1189	2925	4280	2021	1903
"8382"	"ENSG00000142959"	3	3	10	2	9	7	2	2
"8383"	"ENSG00000142961"	343	358	397	262	421	423	356	407
"8384"	"ENSG00000142973"	0	0	0	0	0	2	0	4
"8385"	"ENSG00000143001"	0	1	2	4	1	0	0	2
"8386"	"ENSG00000143006"	0	0	0	0	0	0	0	0
"8387"	"ENSG00000143013"	1853	1248	2091	967	1869	1542	1519	1239
"8388"	"ENSG00000143028"	37	50	92	143	25	88	93	216
"8389"	"ENSG00000143032"	0	0	0	0	0	0	0	0
"8390"	"ENSG00000143033"	178	110	187	97	210	227	152	112
"8391"	"ENSG00000143036"	92	103	146	132	57	115	87	123
"8392"	"ENSG00000143061"	15	4	6	4	4	4	4	2
"8393"	"ENSG00000143067"	316	203	293	88	371	265	211	112
"8394"	"ENSG00000143079"	1288	1136	1537	916	1986	3610	1007	1245
"8395"	"ENSG00000143093"	1060	886	1138	636	1232	1420	913	986
"8396"	"ENSG00000143105"	0	0	0	0	0	0	0	0
"8397"	"ENSG00000143106"	918	1048	1108	894	967	1712	777	1044
"8398"	"ENSG00000143107"	0	1	1	0	0	0	0	0
"8399"	"ENSG00000143110"	9	11	9	5	8	12	9	8
"8400"	"ENSG00000143119"	0	1	0	0	0	0	0	0
"8401"	"ENSG00000143125"	0	1	0	1	0	2	0	3
"8402"	"ENSG00000143126"	47	27	101	65	60	98	67	55
"8403"	"ENSG00000143127"	11	108	24	485	41	607	77	660
"8404"	"ENSG00000143140"	0	0	0	0	0	0	0	0
"8405"	"ENSG00000143147"	612	653	596	339	567	737	501	723
"8406"	"ENSG00000143149"	2279	2501	2858	1550	2961	3143	1673	1678
"8407"	"ENSG00000143153"	70	84	345	358	119	248	366	505
"8408"	"ENSG00000143155"	601	646	734	483	813	838	520	584
"8409"	"ENSG00000143156"	224	188	333	182	282	221	187	207
"8410"	"ENSG00000143157"	841	807	837	599	851	1101	719	879
"8411"	"ENSG00000143158"	397	315	488	252	614	540	359	308
"8412"	"ENSG00000143162"	3665	3159	3330	2267	4332	4853	2535	2670
"8413"	"ENSG00000143164"	2009	2194	2830	1998	3386	4555	1967	2849
"8414"	"ENSG00000143167"	0	0	0	0	0	0	1	0
"8415"	"ENSG00000143171"	2	1	0	0	0	0	3	0
"8416"	"ENSG00000143178"	73	74	98	69	78	86	70	83
"8417"	"ENSG00000143179"	692	732	825	537	868	1733	615	633
"8418"	"ENSG00000143183"	1121	1162	1495	970	1680	2210	1038	1128
"8419"	"ENSG00000143184"	0	1	1	0	0	1	0	0
"8420"	"ENSG00000143185"	0	0	0	0	0	0	0	1
"8421"	"ENSG00000143190"	331	269	381	222	405	387	371	360
"8422"	"ENSG00000143194"	0	0	0	0	0	0	0	0
"8423"	"ENSG00000143195"	1	1	0	1	1	1	0	0
"8424"	"ENSG00000143196"	632	1172	1886	2128	208	753	2311	3549
"8425"	"ENSG00000143198"	1410	1275	1625	968	1665	2059	1197	1232
"8426"	"ENSG00000143199"	5	4	4	2	6	5	0	4
"8427"	"ENSG00000143207"	551	422	574	429	602	678	473	494
"8428"	"ENSG00000143217"	2	3	4	2	5	1	3	0
"8429"	"ENSG00000143222"	763	692	958	547	907	1053	676	691
"8430"	"ENSG00000143224"	191	148	172	106	165	164	177	189
"8431"	"ENSG00000143226"	16	8	47	10	35	15	33	16
"8432"	"ENSG00000143228"	14	11	13	8	10	16	11	11
"8433"	"ENSG00000143248"	68	57	177	97	178	153	101	73
"8434"	"ENSG00000143252"	1792	1500	1691	1190	1570	2001	1237	1318
"8435"	"ENSG00000143256"	298	319	306	190	417	481	215	238
"8436"	"ENSG00000143257"	2	7	1	2	7	6	3	8
"8437"	"ENSG00000143258"	473	324	495	205	436	351	342	353
"8438"	"ENSG00000143278"	0	0	0	0	0	0	0	0
"8439"	"ENSG00000143294"	709	648	827	452	968	966	560	602
"8440"	"ENSG00000143297"	0	0	0	0	0	0	0	0
"8441"	"ENSG00000143303"	253	281	325	173	281	350	264	319
"8442"	"ENSG00000143314"	509	560	488	278	478	637	374	360
"8443"	"ENSG00000143315"	315	208	323	168	318	418	253	258
"8444"	"ENSG00000143318"	0	1	12	4	5	6	4	4
"8445"	"ENSG00000143319"	403	384	492	252	469	600	371	352
"8446"	"ENSG00000143320"	2170	727	3598	481	1914	900	2106	644
"8447"	"ENSG00000143321"	3372	3075	4103	1998	4303	4633	3268	2752
"8448"	"ENSG00000143322"	1024	1055	1120	917	1055	1849	806	1429
"8449"	"ENSG00000143324"	1042	721	1173	681	1568	1394	873	1020
"8450"	"ENSG00000143333"	12	24	9	9	13	33	9	11
"8451"	"ENSG00000143337"	3232	3096	4221	2781	3704	4382	3392	3861
"8452"	"ENSG00000143340"	0	0	0	0	0	0	0	0
"8453"	"ENSG00000143341"	1557	788	2491	978	1787	1929	2746	2253
"8454"	"ENSG00000143344"	1308	561	1990	412	1736	1214	1292	633
"8455"	"ENSG00000143353"	194	218	262	170	189	285	168	222
"8456"	"ENSG00000143355"	0	0	0	0	0	0	0	0
"8457"	"ENSG00000143363"	323	234	310	208	342	341	267	274
"8458"	"ENSG00000143365"	0	0	1	1	0	0	1	1
"8459"	"ENSG00000143367"	126	95	523	168	240	251	194	199
"8460"	"ENSG00000143368"	1021	1009	1014	633	1076	1449	762	839
"8461"	"ENSG00000143369"	3627	2546	6315	3606	4445	4592	5892	6003
"8462"	"ENSG00000143373"	623	447	632	297	660	727	518	494
"8463"	"ENSG00000143374"	356	290	369	182	299	370	272	282
"8464"	"ENSG00000143375"	1	2	1	2	0	0	2	2
"8465"	"ENSG00000143376"	818	735	797	533	997	1119	727	797
"8466"	"ENSG00000143379"	400	335	528	281	530	635	362	385
"8467"	"ENSG00000143382"	1845	3342	3156	2840	1599	2925	2564	5548
"8468"	"ENSG00000143384"	5216	6239	5170	5153	5463	8590	4410	7338
"8469"	"ENSG00000143387"	22571	16978	46485	27597	47846	48083	29797	31001
"8470"	"ENSG00000143390"	759	560	698	292	950	796	557	367
"8471"	"ENSG00000143393"	1990	1659	2224	1034	2507	2301	1811	1503
"8472"	"ENSG00000143398"	1032	1205	1338	1001	1424	2201	941	1233
"8473"	"ENSG00000143401"	587	440	771	406	689	695	581	438
"8474"	"ENSG00000143409"	519	342	669	337	546	421	522	485
"8475"	"ENSG00000143412"	80	64	87	58	82	73	82	88
"8476"	"ENSG00000143416"	1842	1364	2095	735	1687	1175	1485	786
"8477"	"ENSG00000143418"	1837	1892	2062	1306	2095	2431	1632	2083
"8478"	"ENSG00000143420"	1619	1386	1761	931	1638	1692	1344	1208
"8479"	"ENSG00000143429"	1051	837	1059	434	744	675	680	580
"8480"	"ENSG00000143434"	147	202	121	136	146	232	139	331
"8481"	"ENSG00000143436"	208	229	235	159	295	314	224	185
"8482"	"ENSG00000143437"	2066	1762	2118	1316	2380	2765	1790	1930
"8483"	"ENSG00000143442"	1274	934	1557	782	1674	1773	1228	1064
"8484"	"ENSG00000143443"	119	75	123	71	151	97	94	112
"8485"	"ENSG00000143450"	4	4	10	2	9	3	5	6
"8486"	"ENSG00000143452"	1	0	0	0	2	2	0	0
"8487"	"ENSG00000143457"	571	421	722	408	681	687	615	521
"8488"	"ENSG00000143458"	313	336	386	304	422	568	283	305
"8489"	"ENSG00000143466"	226	123	278	92	220	263	196	152
"8490"	"ENSG00000143469"	73	38	153	73	117	89	180	98
"8491"	"ENSG00000143473"	1	1	0	0	2	1	1	0
"8492"	"ENSG00000143476"	27	13	23	10	23	10	13	13
"8493"	"ENSG00000143479"	241	174	266	140	319	390	187	182
"8494"	"ENSG00000143486"	1425	1270	1689	804	1399	1538	1060	1010
"8495"	"ENSG00000143493"	422	290	435	145	479	363	290	200
"8496"	"ENSG00000143494"	39	2	27	2	56	3	31	2
"8497"	"ENSG00000143498"	114	66	103	32	131	117	91	69
"8498"	"ENSG00000143499"	336	329	305	244	389	595	273	323
"8499"	"ENSG00000143502"	0	0	0	0	0	0	0	0
"8500"	"ENSG00000143507"	534	220	396	103	541	291	418	164
"8501"	"ENSG00000143512"	7	5	11	2	30	9	16	5
